rank,candidate_id,genome_hash,oos_sharpe_net,pbo,oos_cagr_net,max_drawdown_net,dsr,stress_passed,stress_total,gates_passed,turnover_annual,capacity_usd,created_at
81,cand_d2537ed365b6,sha256:13f7d2f8064dcfe8,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:19Z
82,cand_eda407250c60,sha256:13ff1572068bfaf9,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:32Z
83,cand_290d6c53d3bd,sha256:14295ed78fbce5d1,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:17Z
84,cand_d57a7df64a76,sha256:149f335be7c9539e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:47Z
85,cand_f993b42a5eca,sha256:15622930df8e30aa,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:20Z
86,cand_d4e279ed9a9c,sha256:15ddd3bcd3bcbe3c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:25Z
87,cand_fad419c83773,sha256:15f273fcfc0a85e2,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:57Z
88,cand_da877e98da58,sha256:15f7ac6ba5bd08da,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:26Z
89,cand_6ffb78c571e0,sha256:165048bbdaf79d49,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:58Z
90,cand_3af09ee2516e,sha256:1655b3caf1571781,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:23Z
91,cand_1c482b06b0ee,sha256:16d7c88faa19b361,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:32Z
92,cand_7a841e15465d,sha256:179d1932040f8c2d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:06Z
93,cand_a24dc3677d77,sha256:17d22ca9425bf692,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:01Z
94,cand_df6608c6ab44,sha256:17dfbfb849687ccc,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:45Z
95,cand_0a5dbabfa14d,sha256:17f64086dfe1150c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:18Z
96,cand_8c014d3b8418,sha256:1824a3a04f63fb05,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:10Z
97,cand_4ae809d9b3f7,sha256:182db37f55aa1630,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:02Z
98,cand_067803f51663,sha256:1839533a90d04895,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:34Z
99,cand_b07f9ef8e903,sha256:1882e17cec5496f2,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:18Z
100,cand_11c2e9c35fb9,sha256:18968161a03daea5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:14Z
101,cand_029ca22dae3a,sha256:197fbe9c7ef41acb,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:23Z
102,cand_2989fc6f377e,sha256:19973395f43a1cbb,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:06Z
103,cand_3a30c1180eaf,sha256:19b624a85652aa13,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:28Z
104,cand_b5a70f96891e,sha256:1a02ef7cc0477061,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:21Z
105,cand_7a2965b692cd,sha256:1a0fbaf103a17d46,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:56Z
106,cand_6217eaa46f69,sha256:1a852ab0a79bee8f,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:33Z
107,cand_b6f44e55c54e,sha256:1b3308b7558c1f1f,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:03Z
108,cand_ddcddf7f60ea,sha256:1b95bead9f16b126,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:22Z
109,cand_f5c2c61afe29,sha256:1c6b68e71395cc24,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:17Z
110,cand_fd7126298d06,sha256:1c950bb7c6583da7,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:16Z
111,cand_5fb74458a594,sha256:1cbe96d5df5b2bfb,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:28Z
112,cand_6e5e3aea1613,sha256:1ce5b05e1db6dedf,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:06Z
113,cand_1ec8485b0b9a,sha256:1d6c1c2082fab78c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:24Z
114,cand_c7f81993d732,sha256:1e039636147407e0,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:55Z
115,cand_10abc00158e8,sha256:1e20b5151b9ced90,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:29Z
116,cand_7466b89206ed,sha256:1e80833c352b4e22,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:32Z
117,cand_0149327743a2,sha256:1e9f264bcb76f9f0,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:54Z
118,cand_ed20274213af,sha256:1f4ac5e1f0f3185d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:30Z
119,cand_b91dde160e1e,sha256:1f4eac75d70a8f39,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:28Z
120,cand_8afdcf5ff6b7,sha256:20618d33af4436ee,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:41Z
121,cand_2e837e460e31,sha256:208d7a9c10225a41,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:13Z
122,cand_a65b86b6273d,sha256:20e354d19cd7575d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:48Z
123,cand_a453818b3a48,sha256:212bf2de8ec6cf61,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:32Z
124,cand_3ecf324b5f51,sha256:217d21b7d8e80724,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:58Z
125,cand_06f3d3f93bbc,sha256:219265ca95a2cd0b,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:59Z
126,cand_a7c310e2519c,sha256:21dffd321e22ee5b,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:34Z
127,cand_c133f1ee7656,sha256:22c9b42445895e14,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:59Z
128,cand_53ec9909ae46,sha256:2381b5a910493a79,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:35Z
129,cand_9c4f2a684716,sha256:2389c1aef20582a0,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:59Z
130,cand_5bd80736d9dd,sha256:23df85bba8f49580,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:05Z
131,cand_c6e2861eba02,sha256:24fba7ebb61d4693,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:58Z
132,cand_d4c32f005a32,sha256:251a4fbf684cba51,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:26Z
133,cand_35ba4825f7ca,sha256:25451c8bd3e465d2,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:25Z
134,cand_71e9769f1d42,sha256:2590fb835af0a312,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:56Z
135,cand_b7136cc19fec,sha256:25d13e297a34b225,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:10Z
136,cand_7cbcb32afec3,sha256:2635a768924793e5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:40Z
137,cand_283549b11e89,sha256:26b782016d2c6a6f,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:20Z
138,cand_57166f90486d,sha256:26d99b01fa2a3427,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:04Z
139,cand_b949bd555e0e,sha256:26fff7252b411add,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:45Z
140,cand_e90ca0304c92,sha256:2737b957e9fe79cb,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:48Z
141,cand_d38bb6916a08,sha256:277263dc84626f16,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:55Z
142,cand_d49a11914cd5,sha256:27b0289f1afe4903,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:48Z
143,cand_f761e8065c52,sha256:27c5ff3e06337b8a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:55Z
144,cand_17b28795c06e,sha256:27c631e061af8ae5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:22Z
145,cand_94c9a6944781,sha256:27d83c91a06874df,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:31Z
146,cand_bde2919e523e,sha256:27e3b0d8f77ea4a8,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:26Z
147,cand_22d7fa33e125,sha256:27fcad844f9c6d54,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:49Z
148,cand_4a59c8a84e62,sha256:2811959cd0b0df91,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:37Z
149,cand_825f64a1f98e,sha256:287876ff0efb771d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:20Z
150,cand_26928a7c5938,sha256:28c1cf2e6989901f,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:19Z
151,cand_12021dd803be,sha256:29271ce8d3c8214c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:06Z
152,cand_9372ac84cb4a,sha256:294181e6929ba8cc,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:09Z
153,cand_b11fc644bc22,sha256:29e9ad7d8158fa92,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:13Z
154,cand_6043c5abc56e,sha256:2a39c0724da2fd89,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:18Z
155,cand_00c36fc91164,sha256:2a7e72ca1b483818,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:11Z
156,cand_507ec3b1fe87,sha256:2ae9fc5b0438e2f2,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:57Z
157,cand_e39d765d9f55,sha256:2b09cefeb0c6328d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:27Z
158,cand_bec4a0e4ee96,sha256:2b44b87e544603b9,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:42Z
159,cand_5d05ce9c8754,sha256:2b45ffd230680999,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:36Z
160,cand_f1f2c455060c,sha256:2b47d7d19ab442a4,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:04Z
161,cand_16b45ebb0944,sha256:2bae86479b4edbe5,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:35Z
162,cand_2c2bc42d02aa,sha256:2c1b9cc9b55f032a,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:10Z
163,cand_c6ab120a3cdf,sha256:2c323e5656cc8f9e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:29Z
164,cand_f2543f6c7ff4,sha256:2d13528a2f35ec8c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:21Z
165,cand_4bfff8cbdb55,sha256:2d2a6165f7eecadf,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:12Z
166,cand_363cdafeda3c,sha256:2d33e63ce48ef078,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:47Z
167,cand_350bcca179fd,sha256:2ddc34443668553e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:34Z
168,cand_befbf593abf2,sha256:2e1a58509b385b01,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:55Z
169,cand_97480989b655,sha256:2e59a6a2c775abed,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:36Z
170,cand_2851aef63ffe,sha256:2e66cdfc58a9b6a7,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:50Z
171,cand_482b06f92c2e,sha256:2e66fd73a45527a8,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:02Z
172,cand_0e0c4d16e04e,sha256:2e8d5ea90a8cfb39,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:15Z
173,cand_5f8c9151aae4,sha256:2ea43d26a425cbf1,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:12Z
174,cand_4daa73753f92,sha256:2ed40c6b3244efd3,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:32Z
175,cand_59113d0a2617,sha256:2ed958c87a7ddd1e,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:14Z
176,cand_9242e170da65,sha256:2f37a4af548b76b3,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:26Z
177,cand_ad088caf4fa2,sha256:2f39aef44b5c479f,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:53Z
178,cand_23ff967a4d7b,sha256:2f81d70105a36e01,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:38Z
179,cand_d5f938f0c64b,sha256:2fa5bb5a983f40aa,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:07Z
180,cand_d43f91e43647,sha256:2fa7fe3fe5c32b7f,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:38Z
181,cand_94608953f8e9,sha256:30ba2e939063307d,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:08Z
182,cand_2d19d85b6f0a,sha256:30e24f7cb02d5058,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:08Z
183,cand_793181145361,sha256:310742303e8df551,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:16Z
184,cand_c654441b1f50,sha256:31261c9c2533cae7,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:22Z
185,cand_905f84c1bf37,sha256:312655f5fb7fd990,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:04Z
186,cand_ee32f9f8f457,sha256:312955c9934e9f02,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:25Z
187,cand_55b7da5d9c8f,sha256:31a6b1deca642028,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:12Z
188,cand_856c6c71fd8b,sha256:31d5842924f10da2,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:05Z
189,cand_38a96f9441a7,sha256:3208ac116f20d675,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:57Z
190,cand_27a09c036b82,sha256:3226af4a1afd30b1,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:32Z
191,cand_de880848b6a4,sha256:3234b52ce23a7305,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:38Z
192,cand_de6248782823,sha256:325826d42a3d8186,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:57Z
193,cand_263c5bb2107d,sha256:32a07311792c14b1,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:01:16Z
194,cand_c1d90cad3265,sha256:33d891a7a63a51a7,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:00:47Z
195,cand_c51f55ab97c7,sha256:344e9a6f85da51b3,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:29Z
196,cand_12dca3f7c40a,sha256:3595ae8a30d2a14c,190.729965,1.000000,0.251000,0.000000,,,,,,,2025-12-28T23:02:22Z
